id,report_type_metric_sub_metric_id,question_id,order_id,created_by,"created_at",updated_by,"updated_at",deleted_by,"deleted_at"
486,130,90,90,1,"2010-08-09 14:14:17",1,"2010-08-09 14:14:17",NULL,NULL
487,130,91,91,1,"2010-08-09 14:14:17",1,"2010-08-09 14:14:17",NULL,NULL
488,130,92,92,1,"2010-08-09 14:14:17",1,"2010-08-09 14:14:17",NULL,NULL
489,130,93,93,1,"2010-08-09 14:14:17",1,"2010-08-09 14:14:17",NULL,NULL
490,130,94,94,1,"2010-08-09 14:14:17",1,"2010-08-09 14:14:17",NULL,NULL
491,131,1,1,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
492,131,2,2,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
493,131,3,3,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
494,131,4,4,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
495,131,5,5,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
496,132,6,6,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
497,132,7,7,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
498,132,8,8,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
499,132,9,9,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
500,133,10,10,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
501,133,11,11,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
502,133,12,12,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
503,134,13,13,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
504,134,14,14,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
505,134,15,15,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
506,134,16,16,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
507,134,17,17,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
508,135,18,18,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
509,135,19,19,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
510,135,20,20,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
511,135,21,21,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
512,135,22,22,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
513,136,23,23,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
514,136,24,24,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
515,136,95,95,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
516,137,25,25,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
517,137,26,26,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
518,138,27,27,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
519,138,28,28,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
520,138,29,29,13,"2010-08-20 14:33:07",13,"2010-08-20 14:33:07",NULL,NULL
521,138,30,30,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
522,139,31,31,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
523,139,32,32,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
524,139,33,33,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
525,139,34,34,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
526,140,35,35,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
527,140,36,36,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
528,140,37,37,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
529,141,38,38,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
530,141,39,39,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
531,141,40,40,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
532,141,41,41,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
533,142,42,42,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
534,142,43,43,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
535,142,44,44,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
536,142,45,45,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
537,143,46,46,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
538,143,47,47,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
539,143,48,48,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
540,143,49,49,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
541,143,96,96,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
542,144,50,50,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
543,144,51,51,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
544,144,52,52,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
545,144,53,53,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
546,144,97,97,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
547,145,54,54,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
548,145,55,55,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
549,146,56,56,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
550,146,57,57,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
551,146,58,58,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
552,146,59,59,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
553,147,60,60,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
554,147,61,61,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
555,147,62,62,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
556,148,63,63,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
557,148,64,64,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
558,148,65,65,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
559,149,66,66,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
560,149,67,67,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
561,150,68,68,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
562,150,69,69,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
563,150,70,70,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
564,151,71,71,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
565,151,72,72,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
566,151,73,73,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
567,151,74,74,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
568,152,75,75,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
569,152,76,76,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
570,152,77,77,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
571,153,78,78,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
572,153,79,79,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
573,153,98,98,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
574,154,80,80,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
575,154,81,81,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
576,154,82,82,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
577,154,83,83,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
578,154,84,84,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
579,155,85,85,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
580,155,86,86,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
581,155,87,87,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
582,155,88,88,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
583,155,89,89,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
584,156,90,90,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
585,156,91,91,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
586,156,92,92,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
587,156,93,93,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
588,156,94,94,13,"2010-08-20 14:33:08",13,"2010-08-20 14:33:08",NULL,NULL
589,157,1,1,13,"2010-08-25 11:13:44",13,"2010-08-25 11:13:44",NULL,NULL
590,158,6,6,13,"2010-08-25 11:13:44",13,"2010-08-25 11:13:44",NULL,NULL
591,157,2,2,13,"2010-08-25 11:14:09",13,"2010-08-25 11:14:09",NULL,NULL
592,158,7,7,13,"2010-08-25 11:14:09",13,"2010-08-25 11:14:09",NULL,NULL
593,157,3,3,13,"2010-08-25 11:14:52",13,"2010-08-25 11:14:52",NULL,NULL
594,158,8,8,13,"2010-08-25 11:14:52",13,"2010-08-25 11:14:52",NULL,NULL
595,159,10,10,13,"2010-08-25 11:14:52",13,"2010-08-25 11:14:52",NULL,NULL
596,160,23,23,13,"2010-08-25 11:14:52",13,"2010-08-25 11:14:52",NULL,NULL
597,157,4,4,13,"2010-08-25 11:15:53",13,"2010-08-25 11:15:53",NULL,NULL
598,158,9,9,13,"2010-08-25 11:15:53",13,"2010-08-25 11:15:53",NULL,NULL
599,159,11,11,13,"2010-08-25 11:15:53",13,"2010-08-25 11:15:53",NULL,NULL
600,161,13,13,13,"2010-08-25 11:15:53",13,"2010-08-25 11:15:53",NULL,NULL
601,160,24,24,13,"2010-08-25 11:15:53",13,"2010-08-25 11:15:53",NULL,NULL
602,162,25,25,13,"2010-08-25 11:15:53",13,"2010-08-25 11:15:53",NULL,NULL
603,159,12,12,13,"2010-08-25 11:16:50",13,"2010-08-25 11:16:50",NULL,NULL
604,161,14,14,13,"2010-08-25 11:16:50",13,"2010-08-25 11:16:50",NULL,NULL
605,163,18,18,13,"2010-08-25 11:16:50",13,"2010-08-25 11:16:50",NULL,NULL
606,160,95,95,13,"2010-08-25 11:16:50",13,"2010-08-25 11:16:50",NULL,NULL
607,162,26,26,13,"2010-08-25 11:16:50",13,"2010-08-25 11:16:50",NULL,NULL
608,164,27,27,13,"2010-08-25 11:16:50",13,"2010-08-25 11:16:50",NULL,NULL
609,161,15,15,13,"2010-08-25 11:17:38",13,"2010-08-25 11:17:38",NULL,NULL
610,163,19,19,13,"2010-08-25 11:17:38",13,"2010-08-25 11:17:38",NULL,NULL
611,164,28,28,13,"2010-08-25 11:17:38",13,"2010-08-25 11:17:38",NULL,NULL
612,165,31,31,13,"2010-08-25 11:17:38",13,"2010-08-25 11:17:38",NULL,NULL
613,161,16,16,13,"2010-08-25 11:18:24",13,"2010-08-25 11:18:24",NULL,NULL
614,163,20,20,13,"2010-08-25 11:18:24",13,"2010-08-25 11:18:24",NULL,NULL
615,164,29,29,13,"2010-08-25 11:18:24",13,"2010-08-25 11:18:24",NULL,NULL
616,165,32,32,13,"2010-08-25 11:18:24",13,"2010-08-25 11:18:24",NULL,NULL
617,166,35,35,13,"2010-08-25 11:18:24",13,"2010-08-25 11:18:24",NULL,NULL
618,157,5,5,13,"2010-08-25 11:34:10",13,"2010-08-25 11:34:10",NULL,NULL
619,161,17,17,13,"2010-08-25 11:34:10",13,"2010-08-25 11:34:10",NULL,NULL
620,163,21,21,13,"2010-08-25 11:34:10",13,"2010-08-25 11:34:10",NULL,NULL
621,164,30,30,13,"2010-08-25 11:34:10",13,"2010-08-25 11:34:10",NULL,NULL
622,165,33,33,13,"2010-08-25 11:34:10",13,"2010-08-25 11:34:10",NULL,NULL
623,166,36,36,13,"2010-08-25 11:34:10",13,"2010-08-25 11:34:10",NULL,NULL
624,165,34,34,13,"2010-08-25 11:38:20",13,"2010-08-25 11:38:20",NULL,NULL
625,166,37,37,13,"2010-08-25 11:38:20",13,"2010-08-25 11:38:20",NULL,NULL
626,169,1,1,13,"2010-08-25 11:47:06",13,"2010-08-25 11:47:06",NULL,NULL
627,170,6,6,13,"2010-08-25 11:47:06",13,"2010-08-25 11:47:06",NULL,NULL
628,174,10,10,13,"2010-08-25 11:47:06",13,"2010-08-25 11:47:06",NULL,NULL
629,175,13,13,13,"2010-08-25 11:47:06",13,"2010-08-25 11:47:06",NULL,NULL
630,176,18,18,13,"2010-08-25 11:47:06",13,"2010-08-25 11:47:06",NULL,NULL
631,169,2,2,13,"2010-08-25 11:47:37",13,"2010-08-25 11:47:37",NULL,NULL
632,170,7,7,13,"2010-08-25 11:47:37",13,"2010-08-25 11:47:37",NULL,NULL
633,174,11,11,13,"2010-08-25 11:47:37",13,"2010-08-25 11:47:37",NULL,NULL
634,175,14,14,13,"2010-08-25 11:47:37",13,"2010-08-25 11:47:37",NULL,NULL
635,176,19,19,13,"2010-08-25 11:47:37",13,"2010-08-25 11:47:37",NULL,NULL
636,169,3,3,13,"2010-08-25 11:50:20",13,"2010-08-25 11:50:20",NULL,NULL
637,170,8,8,13,"2010-08-25 11:50:20",13,"2010-08-25 11:50:20",NULL,NULL
638,174,12,12,13,"2010-08-25 11:50:20",13,"2010-08-25 11:50:20",NULL,NULL
639,175,15,15,13,"2010-08-25 11:50:20",13,"2010-08-25 11:50:20",NULL,NULL
640,176,20,20,13,"2010-08-25 11:50:20",13,"2010-08-25 11:50:20",NULL,NULL
641,169,4,4,13,"2010-08-25 11:50:54",13,"2010-08-25 11:50:54",NULL,NULL
642,170,9,9,13,"2010-08-25 11:50:54",13,"2010-08-25 11:50:54",NULL,NULL
643,175,16,16,13,"2010-08-25 11:50:54",13,"2010-08-25 11:50:54",NULL,NULL
644,176,21,21,13,"2010-08-25 11:50:54",13,"2010-08-25 11:50:54",NULL,NULL
645,169,5,5,13,"2010-08-25 11:51:34",13,"2010-08-25 11:51:34",NULL,NULL
646,175,17,17,13,"2010-08-25 11:51:34",13,"2010-08-25 11:51:34",NULL,NULL
647,176,22,22,13,"2010-08-25 11:51:34",13,"2010-08-25 11:51:34",NULL,NULL
648,171,23,23,13,"2010-08-25 11:57:11",13,"2010-08-25 11:57:11",NULL,NULL
649,172,35,35,13,"2010-08-25 11:57:11",13,"2010-08-25 11:57:11",NULL,NULL
650,173,38,38,13,"2010-08-25 11:57:11",13,"2010-08-25 11:57:11",NULL,NULL
651,171,24,24,13,"2010-08-25 11:59:47",13,"2010-08-25 11:59:47",NULL,NULL
652,172,36,36,13,"2010-08-25 11:59:47",13,"2010-08-25 11:59:47",NULL,NULL
653,173,39,39,13,"2010-08-25 11:59:47",13,"2010-08-25 11:59:47",NULL,NULL
654,178,42,42,13,"2010-08-25 11:59:47",13,"2010-08-25 11:59:47",NULL,NULL
655,179,50,50,13,"2010-08-25 11:59:48",13,"2010-08-25 11:59:48",NULL,NULL
656,180,60,60,13,"2010-08-25 11:59:48",13,"2010-08-25 11:59:48",NULL,NULL
657,181,71,71,13,"2010-08-25 11:59:48",13,"2010-08-25 11:59:48",NULL,NULL
658,182,80,80,13,"2010-08-25 11:59:48",13,"2010-08-25 11:59:48",NULL,NULL
659,189,1,1,13,"2010-08-25 12:58:51",13,"2010-08-25 12:58:51",NULL,NULL
660,189,2,2,13,"2010-08-25 12:59:02",13,"2010-08-25 12:59:02",NULL,NULL
661,189,3,3,13,"2010-08-25 12:59:12",13,"2010-08-25 12:59:12",NULL,NULL
662,189,4,4,13,"2010-08-25 12:59:24",13,"2010-08-25 12:59:24",NULL,NULL
663,189,5,5,13,"2010-08-25 12:59:36",13,"2010-08-25 12:59:36",NULL,NULL
664,190,6,6,13,"2010-08-25 13:16:50",13,"2010-08-25 13:16:50",NULL,NULL
665,190,7,7,13,"2010-08-25 13:17:02",13,"2010-08-25 13:17:02",NULL,NULL
666,190,8,8,13,"2010-08-25 13:18:18",13,"2010-08-25 13:18:18",NULL,NULL
667,190,9,9,13,"2010-08-25 13:18:47",13,"2010-08-25 13:18:47",NULL,NULL
668,191,10,10,13,"2010-08-25 13:21:37",13,"2010-08-25 13:21:37",NULL,NULL
669,191,11,11,13,"2010-08-25 13:23:09",13,"2010-08-25 13:23:09",NULL,NULL
670,191,12,12,13,"2010-08-25 13:23:27",13,"2010-08-25 13:23:27",NULL,NULL
671,192,13,13,13,"2010-08-25 13:24:17",13,"2010-08-25 13:24:18",NULL,NULL
672,192,14,14,13,"2010-08-25 13:24:39",13,"2010-08-25 13:24:39",NULL,NULL
673,192,15,15,13,"2010-08-25 13:24:51",13,"2010-08-25 13:24:51",NULL,NULL
674,192,16,16,13,"2010-08-25 13:25:04",13,"2010-08-25 13:25:04",NULL,NULL
675,192,17,17,13,"2010-08-25 13:25:16",13,"2010-08-25 13:25:16",NULL,NULL
676,193,18,18,13,"2010-08-25 13:25:46",13,"2010-08-25 13:25:46",NULL,NULL
677,193,19,19,13,"2010-08-25 13:26:59",13,"2010-08-25 13:26:59",NULL,NULL
678,193,20,20,13,"2010-08-25 13:27:17",13,"2010-08-25 13:27:17",NULL,NULL
679,193,21,21,13,"2010-08-25 13:27:38",13,"2010-08-25 13:27:38",NULL,NULL
680,193,22,22,13,"2010-08-25 13:28:00",13,"2010-08-25 13:28:00",NULL,NULL
681,194,23,23,13,"2010-08-25 13:31:58",13,"2010-08-25 13:31:58",NULL,NULL
682,194,24,24,13,"2010-08-25 13:32:11",13,"2010-08-25 13:32:11",NULL,NULL
683,194,95,95,13,"2010-08-25 13:32:29",13,"2010-08-25 13:32:29",NULL,NULL
684,195,25,25,13,"2010-08-25 13:37:05",13,"2010-08-25 13:37:05",NULL,NULL
685,195,26,26,13,"2010-08-25 13:37:27",13,"2010-08-25 13:37:27",NULL,NULL
686,196,27,27,13,"2010-08-25 13:40:36",13,"2010-08-25 13:40:36",NULL,NULL
687,196,28,28,13,"2010-08-25 14:20:47",13,"2010-08-25 14:20:47",NULL,NULL
688,196,29,29,13,"2010-08-25 14:21:06",13,"2010-08-25 14:21:06",NULL,NULL
689,196,30,30,13,"2010-08-25 14:21:22",13,"2010-08-25 14:21:22",NULL,NULL
690,197,31,31,13,"2010-08-25 14:22:13",13,"2010-08-25 14:22:13",NULL,NULL
691,197,32,32,13,"2010-08-25 14:22:37",13,"2010-08-25 14:22:37",NULL,NULL
692,197,33,33,13,"2010-08-25 14:23:13",13,"2010-08-25 14:23:13",NULL,NULL
693,197,34,34,13,"2010-08-25 14:23:42",13,"2010-08-25 14:23:42",NULL,NULL
694,198,35,35,13,"2010-08-25 14:26:03",13,"2010-08-25 14:26:03",NULL,NULL
695,198,36,36,13,"2010-08-25 14:26:31",13,"2010-08-25 14:26:31",NULL,NULL
696,198,37,37,13,"2010-08-25 14:27:00",13,"2010-08-25 14:27:00",NULL,NULL
697,199,38,38,13,"2010-08-25 14:28:18",13,"2010-08-25 14:28:18",NULL,NULL
698,199,39,39,13,"2010-08-25 14:28:40",13,"2010-08-25 14:28:40",NULL,NULL
699,199,40,40,13,"2010-08-25 14:29:03",13,"2010-08-25 14:29:03",NULL,NULL
700,199,41,41,13,"2010-08-25 14:29:36",13,"2010-08-25 14:29:36",NULL,NULL
701,200,42,42,13,"2010-08-25 14:30:28",13,"2010-08-25 14:30:28",NULL,NULL
702,200,43,43,13,"2010-08-25 14:30:57",13,"2010-08-25 14:30:57",NULL,NULL
703,200,44,44,13,"2010-08-25 14:31:29",13,"2010-08-25 14:31:29",NULL,NULL
704,200,45,45,13,"2010-08-25 14:32:00",13,"2010-08-25 14:32:00",NULL,NULL
705,201,46,46,13,"2010-08-25 14:33:13",13,"2010-08-25 14:33:13",NULL,NULL
706,201,47,47,13,"2010-08-25 14:33:35",13,"2010-08-25 14:33:35",NULL,NULL
707,201,48,48,13,"2010-08-25 14:34:03",13,"2010-08-25 14:34:03",NULL,NULL
708,201,49,49,13,"2010-08-25 14:34:26",13,"2010-08-25 14:34:26",NULL,NULL
709,201,96,96,13,"2010-08-25 14:34:49",13,"2010-08-25 14:34:49",NULL,NULL
710,202,50,50,13,"2010-08-25 14:40:00",13,"2010-08-25 14:40:00",NULL,NULL
711,202,51,51,13,"2010-08-25 14:40:31",13,"2010-08-25 14:40:31",NULL,NULL
712,202,52,52,13,"2010-08-25 14:41:02",13,"2010-08-25 14:41:02",NULL,NULL
713,202,53,53,13,"2010-08-25 14:41:35",13,"2010-08-25 14:41:35",NULL,NULL
714,202,97,97,13,"2010-08-25 14:42:08",13,"2010-08-25 14:42:08",NULL,NULL
715,203,54,54,13,"2010-08-25 14:43:19",13,"2010-08-25 14:43:19",NULL,NULL
716,203,55,55,13,"2010-08-25 14:43:47",13,"2010-08-25 14:43:47",NULL,NULL
717,204,56,56,13,"2010-08-25 14:44:34",13,"2010-08-25 14:44:34",NULL,NULL
718,204,57,57,13,"2010-08-25 14:44:53",13,"2010-08-25 14:44:53",NULL,NULL
719,204,58,58,13,"2010-08-25 14:45:14",13,"2010-08-25 14:45:14",NULL,NULL
720,204,59,59,13,"2010-08-25 14:45:44",13,"2010-08-25 14:45:44",NULL,NULL
721,205,60,60,13,"2010-08-25 14:47:46",13,"2010-08-25 14:47:46",NULL,NULL
722,205,61,61,13,"2010-08-25 14:48:11",13,"2010-08-25 14:48:11",NULL,NULL
723,205,62,62,13,"2010-08-25 14:49:01",13,"2010-08-25 14:49:01",NULL,NULL
724,206,63,63,13,"2010-08-25 14:50:25",13,"2010-08-25 14:50:25",NULL,NULL
725,206,64,64,13,"2010-08-25 14:51:42",13,"2010-08-25 14:51:42",NULL,NULL
726,206,65,65,13,"2010-08-25 14:52:08",13,"2010-08-25 14:52:08",NULL,NULL
727,207,66,66,13,"2010-08-25 14:52:54",13,"2010-08-25 14:52:54",NULL,NULL
728,207,67,67,13,"2010-08-25 14:53:21",13,"2010-08-25 14:53:21",NULL,NULL
729,208,68,68,13,"2010-08-25 14:56:45",13,"2010-08-25 14:56:45",NULL,NULL
730,208,69,69,13,"2010-08-25 14:57:05",13,"2010-08-25 14:57:05",NULL,NULL
731,208,70,70,13,"2010-08-25 14:57:31",13,"2010-08-25 14:57:31",NULL,NULL
732,209,71,71,13,"2010-08-25 14:59:08",13,"2010-08-25 14:59:08",NULL,NULL
733,209,72,72,13,"2010-08-25 15:08:39",13,"2010-08-25 15:08:39",NULL,NULL
734,209,73,73,13,"2010-08-25 15:09:10",13,"2010-08-25 15:09:10",NULL,NULL
735,209,74,74,13,"2010-08-25 15:09:37",13,"2010-08-25 15:09:37",NULL,NULL
736,210,75,75,13,"2010-08-25 15:10:34",13,"2010-08-25 15:10:34",NULL,NULL
737,210,76,76,13,"2010-08-25 15:10:53",13,"2010-08-25 15:10:53",NULL,NULL
738,210,77,77,13,"2010-08-25 15:11:20",13,"2010-08-25 15:11:20",NULL,NULL
739,211,78,78,13,"2010-08-25 15:12:37",13,"2010-08-25 15:12:37",NULL,NULL
740,211,79,79,13,"2010-08-25 15:12:59",13,"2010-08-25 15:12:59",NULL,NULL
741,211,98,98,13,"2010-08-25 15:13:22",13,"2010-08-25 15:13:22",NULL,NULL
742,212,80,80,13,"2010-08-25 15:14:36",13,"2010-08-25 15:14:36",NULL,NULL
743,212,81,81,13,"2010-08-25 15:15:04",13,"2010-08-25 15:15:04",NULL,NULL
744,213,85,85,13,"2010-08-25 15:15:04",13,"2010-08-25 15:15:04",NULL,NULL
745,212,82,82,13,"2010-08-25 15:15:32",13,"2010-08-25 15:15:32",NULL,NULL
746,213,86,86,13,"2010-08-25 15:15:32",13,"2010-08-25 15:15:32",NULL,NULL
747,214,90,90,13,"2010-08-25 15:15:32",13,"2010-08-25 15:15:32",NULL,NULL
748,212,83,83,13,"2010-08-25 15:16:11",13,"2010-08-25 15:16:11",NULL,NULL
749,213,87,87,13,"2010-08-25 15:16:11",13,"2010-08-25 15:16:11",NULL,NULL
750,214,91,91,13,"2010-08-25 15:16:11",13,"2010-08-25 15:16:11",NULL,NULL
751,212,84,84,13,"2010-08-25 15:16:43",13,"2010-08-25 15:16:43",NULL,NULL
752,213,88,88,13,"2010-08-25 15:16:43",13,"2010-08-25 15:16:43",NULL,NULL
753,214,92,92,13,"2010-08-25 15:16:43",13,"2010-08-25 15:16:43",NULL,NULL
754,213,89,89,13,"2010-08-25 15:17:53",13,"2010-08-25 15:17:53",NULL,NULL
755,214,93,93,13,"2010-08-25 15:17:53",13,"2010-08-25 15:17:53",NULL,NULL
756,214,94,94,13,"2010-08-25 15:18:24",13,"2010-08-25 15:18:24",NULL,NULL
757,215,1,1,13,"2010-12-06 15:28:42",13,"2010-12-06 15:28:42",NULL,NULL
758,215,2,2,13,"2010-12-06 15:28:42",13,"2010-12-06 15:28:42",NULL,NULL
759,215,3,3,13,"2010-12-06 15:28:42",13,"2010-12-06 15:28:42",NULL,NULL
760,215,4,4,13,"2010-12-06 15:28:42",13,"2010-12-06 15:28:42",NULL,NULL
761,215,5,5,13,"2010-12-06 15:28:42",13,"2010-12-06 15:29:07",NULL,"2010-12-06 15:29:07"
762,216,6,1,13,"2010-12-06 15:28:42",13,"2010-12-06 15:28:42",NULL,NULL
763,216,7,2,13,"2010-12-06 15:28:42",13,"2010-12-06 15:28:42",NULL,NULL
764,216,8,3,13,"2010-12-06 15:28:42",13,"2010-12-06 15:28:42",NULL,NULL
765,216,9,4,13,"2010-12-06 15:28:42",13,"2010-12-06 15:28:42",NULL,NULL
766,217,10,1,13,"2010-12-06 15:28:42",13,"2010-12-06 15:28:42",NULL,NULL
767,217,11,2,13,"2010-12-06 15:28:42",13,"2010-12-06 15:28:42",NULL,NULL
768,217,12,3,13,"2010-12-06 15:28:42",13,"2010-12-06 15:28:42",NULL,NULL
769,218,13,1,13,"2010-12-06 15:28:42",13,"2010-12-06 15:28:42",NULL,NULL
770,218,14,2,13,"2010-12-06 15:28:42",13,"2010-12-06 15:28:42",NULL,NULL
771,218,15,3,13,"2010-12-06 15:28:42",13,"2010-12-06 15:28:42",NULL,NULL
772,218,16,4,13,"2010-12-06 15:28:42",13,"2010-12-06 15:28:42",NULL,NULL
773,218,17,5,13,"2010-12-06 15:28:42",13,"2010-12-06 15:28:42",NULL,NULL
774,219,18,1,13,"2010-12-06 15:28:42",13,"2010-12-06 15:28:42",NULL,NULL
775,219,19,2,13,"2010-12-06 15:28:42",13,"2010-12-06 15:28:42",NULL,NULL
